d1,d2,type,Neg samples
DB08901,DB01601,72,DB09288$t
DB08901,DB01685,46,DB01211$t
DB08901,DB02703,72,DB06739$t
DB08901,DB04855,46,DB08826$t
DB08901,DB04868,46,DB09034$t
DB08901,DB04871,46,DB00571$t
DB08901,DB05219,46,DB00761$h
DB08901,DB05521,72,DB06791$t
DB08901,DB05812,72,DB00801$h
DB08901,DB06210,72,DB00184$h
DB08901,DB06290,72,DB09042$h
DB08901,DB06595,46,DB00849$t
DB08901,DB06603,72,DB00261$t
DB08901,DB06636,46,DB09053$t
DB08901,DB06695,76,DB01066$t
DB08901,DB06697,46,DB00226$h
DB08901,DB06708,46,DB01126$t
DB08901,DB06717,72,DB01416$h
DB08901,DB08820,72,DB00661$h
DB08901,DB08865,46,DB06201$t
DB08901,DB08873,72,DB01438$h
DB08901,DB08880,72,DB00257$h
DB08901,DB08881,72,DB01090$h
DB08901,DB08893,46,DB04878$t
DB08901,DB08933,72,DB00832$t
DB08901,DB09039,46,DB11586$t
DB08901,DB09048,72,DB00415$h
DB08901,DB09054,72,DB00512$t
DB08901,DB09063,72,DB09209$t
DB08901,DB09065,72,DB04576$h
DB08901,DB09073,72,DB09073$h
DB08901,DB09074,46,DB01209$h
DB08901,DB09118,72,DB11586$t
DB08901,DB09167,46,DB00481$t
DB08901,DB09238,46,DB00435$t
DB08901,DB09280,72,DB06616$h
DB08901,DB09291,72,DB01036$h
DB08901,DB09330,72,DB04398$t
DB08901,DB12332,46,DB01400$t
DB08903,DB00915,19,DB09143$h
DB08903,DB01072,72,DB00945$t
DB08903,DB04855,46,DB11633$h
DB08903,DB06603,19,DB00788$t
DB08903,DB06636,46,DB06201$t
DB08903,DB08864,19,DB09288$h
DB08903,DB08868,19,DB00248$h
DB08903,DB09073,72,DB00823$h
DB08903,DB09083,19,DB00351$t
DB08903,DB09118,72,DB01364$h
DB08903,DB09330,72,DB00434$t
DB08903,DB12332,46,DB01437$t
DB08905,DB01043,48,DB04841$t
DB08905,DB01072,72,DB00552$t
DB08905,DB09118,72,DB01233$t
DB08906,DB01043,48,DB00316$h
DB08906,DB01072,46,DB01284$t
DB08906,DB04855,46,DB00881$t
DB08906,DB06636,46,DB01039$t
DB08906,DB09073,72,DB01614$t
DB08906,DB09118,72,DB01348$h
DB08906,DB09330,72,DB09338$h
DB08906,DB12332,46,DB09091$t
DB08907,DB00182,8,DB09275$t
DB08907,DB01072,46,DB00834$t
DB08907,DB04855,46,DB08899$t
DB08907,DB06636,46,DB00425$t
DB08907,DB08918,8,DB00986$h
DB08907,DB09073,72,DB04946$t
DB08907,DB09118,72,DB09210$t
DB08907,DB09241,8,DB08896$h
DB08907,DB09330,72,DB00331$h
DB08907,DB12332,46,DB09156$t
DB08908,DB08868,33,DB09283$h
DB08908,DB08895,33,DB01403$h
DB08910,DB01017,15,DB01185$h
DB08910,DB01072,46,DB01325$t
DB08910,DB04855,46,DB01185$t
DB08910,DB06204,15,DB01602$t
DB08910,DB06595,72,DB09156$h
DB08910,DB06636,46,DB00889$t
DB08910,DB08868,33,DB08930$t
DB08910,DB08895,33,DB08808$t
DB08910,DB08918,48,DB05266$t
DB08910,DB09073,72,DB00476$h
DB08910,DB09118,72,DB08804$t
DB08910,DB09128,48,DB01106$h
DB08910,DB09330,72,DB00364$t
DB08910,DB12332,46,DB08974$h
DB08911,DB00390,57,DB09074$t
DB08911,DB00511,57,DB12026$t
DB08911,DB01078,57,DB00561$t
DB08911,DB01092,57,DB00362$t
DB08911,DB01238,74,DB00985$h
DB08911,DB01396,57,DB00933$t
DB08911,DB06335,74,DB04845$t
DB08911,DB08864,74,DB01327$h
DB08911,DB08912,48,DB00233$h
DB08912,DB00497,74,DB00621$h
DB08912,DB00530,74,DB11126$h
DB08912,DB00683,74,DB09555$h
DB08912,DB00694,74,DB01355$h
DB08912,DB00907,74,DB08893$h
DB08912,DB01072,74,DB00361$h
DB08912,DB01174,74,DB01133$h
DB08912,DB01183,74,DB00520$h
DB08912,DB01221,74,DB01362$h
DB08912,DB01240,74,DB00567$h
DB08912,DB01708,74,DB01093$h
DB08912,DB04855,74,DB09236$h
DB08912,DB04871,74,DB01092$t
DB08912,DB04908,74,DB01607$h
DB08912,DB05109,74,DB00713$h
DB08912,DB05219,46,DB04948$t
DB08912,DB05541,74,DB06704$t
DB08912,DB06016,74,DB05676$h
DB08912,DB06203,74,DB09091$h
DB08912,DB06204,74,DB01140$h
DB08912,DB06210,74,DB08869$h
DB08912,DB06216,74,DB13025$t
DB08912,DB06335,74,DB00232$h
DB08912,DB06595,74,DB06204$h
DB08912,DB06603,74,DB01097$h
DB08912,DB06616,74,DB00802$h
DB08912,DB06636,74,DB09536$t
DB08912,DB06654,74,DB09076$h
DB08912,DB08860,74,DB09119$t
DB08912,DB08864,74,DB00804$h
DB08912,DB08868,74,DB01070$h
DB08912,DB08875,74,DB01299$h
DB08912,DB08895,74,DB00241$t
DB08912,DB08901,74,DB06706$h
DB08912,DB08918,74,DB00425$h
DB08912,DB09049,74,DB12332$h
DB08912,DB09068,74,DB00288$t
DB08912,DB09073,74,DB01208$t
DB08912,DB09078,74,DB08799$t
DB08912,DB09083,74,DB00218$h
DB08912,DB09102,74,DB00746$t
DB08912,DB09118,72,DB00743$h
DB08912,DB09128,74,DB06827$t
DB08912,DB09143,74,DB11610$h
DB08912,DB09280,72,DB00215$t
DB08912,DB09291,74,DB01288$h
DB08912,DB09296,74,DB08872$h
DB08912,DB09297,74,DB00362$h
DB08912,DB09330,72,DB00946$t
DB08912,DB09570,74,DB00985$t
DB08912,DB11362,74,DB01102$t
DB08912,DB11560,74,DB01252$h
DB08912,DB11574,74,DB09014$h
DB08912,DB11575,74,DB01006$h
DB08912,DB11581,74,DB01330$t
DB08912,DB11613,74,DB00743$h
DB08912,DB11817,74,DB00919$h
DB08912,DB11828,74,DB00909$h
DB08912,DB11915,74,DB00231$h
DB08912,DB11921,74,DB00728$t
DB08912,DB12001,74,DB08905$h
DB08912,DB12026,74,DB01291$h
DB08912,DB12161,74,DB01201$h
DB08912,DB12267,74,DB00184$h
DB08912,DB12332,74,DB01545$h
DB08912,DB12483,74,DB00887$t
DB08912,DB13874,74,DB08797$h
DB08916,DB00027,72,DB00435$h
DB08916,DB00175,72,DB00142$t
DB08916,DB00176,72,DB00709$t
DB08916,DB00196,72,DB00181$h
DB08916,DB00199,72,DB00833$t
DB08916,DB00201,72,DB00481$t
DB08916,DB00207,72,DB00605$t
DB08916,DB00213,72,DB02701$t
DB08916,DB00215,72,DB00453$h
DB08916,DB00227,72,DB00816$h
DB08916,DB00234,72,DB00680$t
DB08916,DB00264,72,DB01202$t
DB08916,DB00276,72,DB06712$t
DB08916,DB00281,72,DB06637$t
DB08916,DB00285,72,DB01621$h
DB08916,DB00295,72,DB01092$h
DB08916,DB00305,72,DB00639$t
DB08916,DB00316,72,DB01598$t
DB08916,DB00317,72,DB11699$t
DB08916,DB00320,72,DB02300$t
DB08916,DB00321,72,DB01053$h
DB08916,DB00328,72,DB01151$h
DB08916,DB00333,72,DB06772$h
DB08916,DB00335,72,DB01089$t
DB08916,DB00338,72,DB11581$h
DB08916,DB00343,72,DB11581$t
DB08916,DB00344,72,DB00240$t
DB08916,DB00345,72,DB01579$t
DB08916,DB00351,72,DB00770$t
DB08916,DB00358,72,DB09185$h
DB08916,DB00361,72,DB00378$h
DB08916,DB00371,72,DB00656$h
DB08916,DB00381,72,DB06702$h
DB08916,DB00398,72,DB12161$t
DB08916,DB00401,72,DB01169$h
DB08916,DB00421,72,DB01157$t
DB08916,DB00448,72,DB01501$t
DB08916,DB00455,72,DB00374$h
DB08916,DB00457,72,DB01035$h
DB08916,DB00458,72,DB01577$h
DB08916,DB00468,72,DB00396$t
DB08916,DB00470,72,DB01501$t
DB08916,DB00472,72,DB00340$h
DB08916,DB00477,72,DB05266$h
DB08916,DB00490,72,DB00477$h
DB08916,DB00502,72,DB09352$t
DB08916,DB00508,72,DB01033$t
DB08916,DB00511,57,DB00761$t
DB08916,DB00514,72,DB01205$t
DB08916,DB00518,72,DB00187$t
DB08916,DB00520,72,DB00569$h
DB08916,DB00531,72,DB09279$h
DB08916,DB00537,72,DB00469$h
DB08916,DB00571,72,DB09082$t
DB08916,DB00584,72,DB04835$h
DB08916,DB00586,72,DB00794$t
DB08916,DB00590,72,DB06708$t
DB08916,DB00602,72,DB01607$t
DB08916,DB00608,72,DB01214$t
DB08916,DB00619,72,DB04570$t
DB08916,DB00622,72,DB01429$t
DB08916,DB00623,72,DB00724$h
DB08916,DB00624,72,DB00259$t
DB08916,DB00635,72,DB00700$t
DB08916,DB00637,72,DB00312$h
DB08916,DB00641,72,DB09153$h
DB08916,DB00643,72,DB00550$t
DB08916,DB00669,72,DB09047$t
DB08916,DB00672,72,DB00806$h
DB08916,DB00678,72,DB01273$t
DB08916,DB00690,72,DB00181$t
DB08916,DB00696,72,DB01206$t
DB08916,DB00704,72,DB01610$t
DB08916,DB00715,72,DB00232$t
DB08916,DB00726,72,DB01219$h
DB08916,DB00741,72,DB00591$h
DB08916,DB00747,72,DB01177$h
DB08916,DB00773,72,DB01208$h
DB08916,DB00790,72,DB04946$h
DB08916,DB00796,72,DB05630$t
DB08916,DB00802,72,DB00595$t
DB08916,DB00810,72,DB09095$t
DB08916,DB00813,72,DB01621$t
DB08916,DB00831,72,DB09049$t
DB08916,DB00836,72,DB08871$t
DB08916,DB00845,72,DB00461$h
DB08916,DB00863,72,DB06267$h
DB08916,DB00875,72,DB00800$h
DB08916,DB00908,72,DB00280$t
DB08916,DB00915,72,DB06789$h
DB08916,DB00921,72,DB01226$h
DB08916,DB00934,72,DB00377$h
DB08916,DB00950,72,DB06781$h
DB08916,DB00966,72,DB09120$h
DB08916,DB00967,72,DB09272$t
DB08916,DB00970,72,DB06203$t
DB08916,DB00972,72,DB00919$t
DB08916,DB00975,72,DB00628$h
DB08916,DB01016,72,DB00214$h
DB08916,DB01023,72,DB01586$h
DB08916,DB01026,72,DB00484$t
DB08916,DB01032,72,DB00295$h
DB08916,DB01037,72,DB00755$t
DB08916,DB01054,72,DB00962$t
DB08916,DB01069,72,DB00170$h
DB08916,DB01072,72,DB00695$t
DB08916,DB01076,72,DB09079$t
DB08916,DB01078,57,DB01422$t
DB08916,DB01086,72,DB00220$t
DB08916,DB01092,57,DB01611$t
DB08916,DB01100,72,DB00182$t
DB08916,DB01103,72,DB09065$h
DB08916,DB01104,72,DB09241$h
DB08916,DB01110,72,DB01127$h
DB08916,DB01136,72,DB00925$t
DB08916,DB01137,72,DB00471$h
DB08916,DB01138,72,DB00626$h
DB08916,DB01142,72,DB06691$t
DB08916,DB01151,72,DB02513$h
DB08916,DB01162,72,DB01427$h
DB08916,DB01167,72,DB00841$t
DB08916,DB01182,72,DB01628$t
DB08916,DB01196,72,DB01233$h
DB08916,DB01197,72,DB11989$h
DB08916,DB01200,72,DB00872$t
DB08916,DB01211,72,DB01024$t
DB08916,DB01221,72,DB00828$h
DB08916,DB01229,72,DB06819$h
DB08916,DB01239,72,DB00528$h
DB08916,DB01242,72,DB00712$t
DB08916,DB01244,72,DB00354$t
DB08916,DB01253,72,DB00245$t
DB08916,DB01254,72,DB09084$h
DB08916,DB01259,72,DB01232$h
DB08916,DB01263,72,DB00748$t
DB08916,DB01268,72,DB01345$t
DB08916,DB01340,72,DB00240$t
DB08916,DB01394,72,DB05039$h
DB08916,DB01396,57,DB09204$t
DB08916,DB01400,72,DB01080$h
DB08916,DB01595,72,DB09090$t
DB08916,DB01601,72,DB01544$h
DB08916,DB03796,72,DB01000$h
DB08916,DB04855,72,DB01242$h
DB08916,DB04868,72,DB00243$t
DB08916,DB05521,72,DB01351$t
DB08916,DB06210,72,DB06707$t
DB08916,DB06212,72,DB00115$h
DB08916,DB06287,72,DB00360$h
DB08916,DB06290,72,DB00997$t
DB08916,DB06414,72,DB00359$t
DB08916,DB06616,72,DB09281$t
DB08916,DB06636,72,DB01255$h
DB08916,DB06695,76,DB00487$t
DB08916,DB06772,72,DB00694$t
DB08916,DB08816,72,DB02659$t
DB08916,DB08820,72,DB00140$t
DB08916,DB08827,72,DB09221$t
DB08916,DB08864,72,DB01045$h
DB08916,DB08865,72,DB06148$h
DB08916,DB08873,72,DB06209$t
DB08916,DB08874,72,DB00652$t
DB08916,DB08880,72,DB08967$t
DB08916,DB08881,72,DB01062$t
DB08916,DB08896,72,DB01264$h
DB08916,DB08899,72,DB00523$t
DB08916,DB08901,72,DB00713$t
DB08916,DB08907,72,DB00761$t
DB08916,DB09054,72,DB01211$h
DB08916,DB09065,72,DB00392$t
DB08916,DB09102,72,DB00993$h
DB08916,DB09291,72,DB08800$t
DB08916,DB09462,72,DB01090$h
DB08916,DB11363,72,DB01426$t
DB08916,DB11613,72,DB00803$t
DB08916,DB12001,72,DB00347$h
DB08916,DB12026,72,DB00633$h
DB08916,DB12070,72,DB00687$h
DB08916,DB12332,72,DB00229$t
DB08916,DB13179,72,DB09477$h
DB08916,DB13874,72,DB06441$t
DB08916,DB13878,72,DB00906$h
DB08916,DB13879,72,DB01067$t
DB08918,DB00035,48,DB08943$h
DB08918,DB00091,46,DB13878$h
DB08918,DB00150,63,DB01299$t
DB08918,DB00169,46,DB00288$h
DB08918,DB00176,46,DB11613$t
DB08918,DB00182,48,DB11363$h
DB08918,DB00188,46,DB00888$t
DB08918,DB00193,26,DB08981$h
DB08918,DB00195,46,DB08860$t
DB08918,DB00196,46,DB01130$t
DB08918,DB00199,46,DB00589$t
DB08918,DB00203,46,DB06412$t
DB08918,DB00206,48,DB01243$h
DB08918,DB00208,46,DB00763$t
DB08918,DB00211,84,DB09236$h
DB08918,DB00213,46,DB04844$t
DB08918,DB00220,72,DB00695$t
DB08918,DB00221,84,DB00561$h
DB08918,DB00224,72,DB11915$t
DB08918,DB00227,46,DB00402$t
DB08918,DB00243,72,DB00866$t
DB08918,DB00246,46,DB00126$t
DB08918,DB00254,46,DB01154$h
DB08918,DB00257,46,DB00643$t
DB08918,DB00263,46,DB00434$t
DB08918,DB00264,46,DB00618$h
DB08918,DB00266,48,DB03756$t
DB08918,DB00268,46,DB00852$t
DB08918,DB00270,46,DB00413$h
DB08918,DB00273,46,DB00575$h
DB08918,DB00279,69,DB00908$h
DB08918,DB00283,46,DB00974$h
DB08918,DB00289,46,DB00665$h
DB08918,DB00295,63,DB01377$t
DB08918,DB00298,48,DB01284$h
DB08918,DB00318,63,DB01203$h
DB08918,DB00327,63,DB08820$h
DB08918,DB00338,46,DB11560$t
DB08918,DB00343,46,DB08954$t
DB08918,DB00349,46,DB00963$h
DB08918,DB00368,84,DB00603$t
DB08918,DB00377,63,DB00362$t
DB08918,DB00388,84,DB08909$h
DB08918,DB00391,48,DB00437$t
DB08918,DB00397,84,DB08883$h
DB08918,DB00408,48,DB09112$t
DB08918,DB00409,48,DB06712$h
DB08918,DB00420,46,DB08808$t
DB08918,DB00440,46,DB08884$t
DB08918,DB00446,46,DB09280$t
DB08918,DB00449,84,DB00203$t
DB08918,DB00450,48,DB09272$h
DB08918,DB00451,69,DB00732$h
DB08918,DB00468,46,DB01082$h
DB08918,DB00472,46,DB09389$t
DB08918,DB00477,46,DB00889$t
DB08918,DB00484,84,DB01083$t
DB08918,DB00490,63,DB01604$t
DB08918,DB00496,46,DB09198$h
DB08918,DB00497,63,DB01105$h
DB08918,DB00498,48,DB00344$t
DB08918,DB00501,46,DB01024$t
DB08918,DB00502,46,DB00324$h
DB08918,DB00503,46,DB00395$t
DB08918,DB00575,84,DB01301$t
DB08918,DB00582,72,DB00444$h
DB08918,DB00601,63,DB00014$t
DB08918,DB00608,46,DB00337$t
DB08918,DB00610,84,DB09396$h
DB08918,DB00611,63,DB00934$h
DB08918,DB00614,63,DB09167$t
DB08918,DB00619,46,DB00671$t
DB08918,DB00622,46,DB09154$t
DB08918,DB00625,46,DB00351$t
DB08918,DB00629,84,DB09245$h
DB08918,DB00633,84,DB00879$h
DB08918,DB00647,63,DB00550$h
DB08918,DB00652,63,DB00855$t
DB08918,DB00661,46,DB01078$h
DB08918,DB00668,84,DB09048$h
DB08918,DB00673,72,DB00493$t
DB08918,DB00675,46,DB06698$t
DB08918,DB00678,46,DB01006$t
DB08918,DB00679,46,DB01243$t
DB08918,DB00682,48,DB01160$t
DB08918,DB00697,84,DB00163$t
DB08918,DB00705,46,DB01143$t
DB08918,DB00708,63,DB01408$h
DB08918,DB00715,46,DB01155$t
DB08918,DB00723,84,DB00997$t
DB08918,DB00736,46,DB04573$t
DB08918,DB00745,46,DB11586$t
DB08918,DB00751,84,DB01708$h
DB08918,DB00757,63,DB00668$h
DB08918,DB00802,63,DB00170$t
DB08918,DB00805,63,DB00175$h
DB08918,DB00816,84,DB00923$h
DB08918,DB00834,72,DB00955$h
DB08918,DB00841,84,DB08799$h
DB08918,DB00844,63,DB09153$h
DB08918,DB00852,84,DB01171$t
DB08918,DB00854,63,DB00270$t
DB08918,DB00857,46,DB09204$t
DB08918,DB00867,84,DB06410$h
DB08918,DB00871,84,DB00468$t
DB08918,DB00875,48,DB00837$t
DB08918,DB00889,63,DB09049$t
DB08918,DB00899,63,DB00472$t
DB08918,DB00904,63,DB00752$t
DB08918,DB00907,46,DB00474$h
DB08918,DB00908,46,DB01395$t
DB08918,DB00921,63,DB01053$h
DB08918,DB00932,46,DB00946$t
DB08918,DB00935,84,DB00818$h
DB08918,DB00938,84,DB02709$h
DB08918,DB00946,48,DB00215$h
DB08918,DB00951,46,DB13595$t
DB08918,DB00956,63,DB01331$t
DB08918,DB00964,84,DB00865$t
DB08918,DB00968,84,DB00797$h
DB08918,DB00976,72,DB02659$h
DB08918,DB00983,84,DB06210$t
DB08918,DB01001,84,DB00550$t
DB08918,DB01012,46,DB09245$t
DB08918,DB01018,84,DB00332$h
DB08918,DB01023,46,DB09034$t
DB08918,DB01026,72,DB00863$h
DB08918,DB01029,46,DB09289$h
DB08918,DB01063,48,DB06480$h
DB08918,DB01064,84,DB06799$h
DB08918,DB01072,72,DB01349$t
DB08918,DB01075,46,DB00885$t
DB08918,DB01081,63,DB06710$h
DB08918,DB01100,48,DB01622$h
DB08918,DB01102,84,DB00245$t
DB08918,DB01118,72,DB13153$h
DB08918,DB01129,46,DB06781$t
DB08918,DB01149,72,DB00614$t
DB08918,DB01156,46,DB06176$t
DB08918,DB01167,72,DB09084$t
DB08918,DB01192,63,DB08983$h
DB08918,DB01209,63,DB00524$t
DB08918,DB01211,72,DB00851$t
DB08918,DB01224,48,DB00307$h
DB08918,DB01227,63,DB08941$t
DB08918,DB01232,72,DB00452$h
DB08918,DB01238,48,DB09269$t
DB08918,DB01239,48,DB11560$t
DB08918,DB01241,46,DB05676$t
DB08918,DB01254,72,DB00775$t
DB08918,DB01259,46,DB04946$t
DB08918,DB01263,72,DB00929$h
DB08918,DB01264,72,DB09167$t
DB08918,DB01274,84,DB01627$t
DB08918,DB01288,84,DB00637$h
DB08918,DB01291,84,DB00488$h
DB08918,DB01319,46,DB06813$t
DB08918,DB01356,63,DB06144$t
DB08918,DB01364,84,DB00354$h
DB08918,DB01365,84,DB01011$h
DB08918,DB01366,84,DB00778$t
DB08918,DB01403,46,DB06827$t
DB08918,DB01407,84,DB06810$h
DB08918,DB01418,48,DB01578$t
DB08918,DB01433,63,DB06709$t
DB08918,DB01452,63,DB00487$h
DB08918,DB01463,48,DB08873$h
DB08918,DB01466,63,DB06729$h
DB08918,DB01551,63,DB06663$t
DB08918,DB01583,69,DB00850$h
DB08918,DB01601,72,DB01708$t
DB08918,DB01608,48,DB01626$t
DB08918,DB01615,48,DB06786$t
DB08918,DB01618,48,DB05812$t
DB08918,DB01621,48,DB00617$t
DB08918,DB01622,48,DB01325$h
DB08918,DB01623,48,DB01427$h
DB08918,DB01624,48,DB09297$t
DB08918,DB01626,63,DB00417$t
DB08918,DB01685,46,DB00430$t
DB08918,DB02703,72,DB09085$h
DB08918,DB04842,48,DB00504$t
DB08918,DB04855,46,DB00955$t
DB08918,DB04861,84,DB06792$t
DB08918,DB04868,46,DB01122$t
DB08918,DB04946,48,DB01006$t
DB08918,DB04948,84,DB00278$h
DB08918,DB05219,46,DB00317$t
DB08918,DB05521,72,DB00922$h
DB08918,DB05812,72,DB00163$t
DB08918,DB06016,48,DB01215$t
DB08918,DB06144,48,DB01326$h
DB08918,DB06152,84,DB01357$h
DB08918,DB06216,48,DB00423$h
DB08918,DB06262,84,DB00717$t
DB08918,DB06288,48,DB11994$h
DB08918,DB06290,72,DB11268$h
DB08918,DB06413,46,DB00652$t
DB08918,DB06414,46,DB09223$t
DB08918,DB06595,46,DB01219$t
DB08918,DB06603,72,DB09060$t
DB08918,DB06636,46,DB11560$t
DB08918,DB06697,46,DB00444$t
DB08918,DB06704,69,DB00404$t
DB08918,DB06708,46,DB00851$t
DB08918,DB06711,84,DB00264$h
DB08918,DB06717,72,DB09143$t
DB08918,DB06738,63,DB00727$t
DB08918,DB08815,48,DB00929$t
DB08918,DB08820,72,DB01406$t
DB08918,DB08865,46,DB00660$t
DB08918,DB08873,72,DB00880$t
DB08918,DB08880,46,DB09236$t
DB08918,DB08881,72,DB00440$t
DB08918,DB08893,84,DB00520$h
DB08918,DB08922,48,DB00446$h
DB08918,DB08933,72,DB01096$h
DB08918,DB08941,84,DB03793$h
DB08918,DB08957,84,DB09119$h
DB08918,DB09000,48,DB00430$t
DB08918,DB09039,46,DB06718$t
DB08918,DB09042,63,DB00165$t
DB08918,DB09048,72,DB00939$h
DB08918,DB09054,72,DB06766$t
DB08918,DB09063,72,DB09021$h
DB08918,DB09065,72,DB01247$h
DB08918,DB09073,72,DB00863$t
DB08918,DB09074,46,DB00312$t
DB08918,DB09080,84,DB02546$h
DB08918,DB09118,72,DB06211$h
DB08918,DB09119,46,DB09289$t
DB08918,DB09120,46,DB00389$h
DB08918,DB09128,48,DB01069$t
DB08918,DB09198,46,DB09091$h
DB08918,DB09224,48,DB01118$t
DB08918,DB09225,48,DB01023$t
DB08918,DB09238,46,DB00876$t
DB08918,DB09244,63,DB06774$t
DB08918,DB09245,63,DB01247$t
DB08918,DB09280,72,DB00502$h
DB08918,DB09286,48,DB09079$h
DB08918,DB09291,46,DB04571$h
DB08918,DB09330,72,DB00266$t
DB08918,DB11609,63,DB13595$h
DB08918,DB11699,63,DB00335$h
DB08918,DB12332,46,DB08819$h
DB08918,DB13025,48,DB04894$t
DB08922,DB00907,46,DB01611$h
DB08922,DB00915,69,DB04878$h
DB08922,DB01017,15,DB09269$t
DB08922,DB01072,46,DB06153$t
DB08922,DB04855,46,DB00537$h
DB08922,DB04908,48,DB00752$t
DB08922,DB05219,46,DB01220$h
DB08922,DB06204,15,DB01133$h
DB08922,DB06595,46,DB00891$t
DB08922,DB06603,72,DB09094$h
DB08922,DB06636,46,DB08883$t
DB08922,DB09068,48,DB13595$h
DB08922,DB09073,72,DB11156$h
DB08922,DB09118,72,DB09072$h
DB08922,DB09128,48,DB00822$t
DB08922,DB09280,72,DB00158$h
DB08922,DB09291,46,DB06700$t
DB08922,DB09330,72,DB01615$t
DB08922,DB12332,46,DB00718$t
DB08930,DB00243,72,DB01511$t
DB08930,DB01072,72,DB09477$h
DB08930,DB06210,72,DB01624$t
DB08930,DB08880,72,DB01370$t
DB08930,DB08881,72,DB00861$h
DB08930,DB09291,72,DB01127$t
DB08931,DB01072,72,DB01351$t
DB08931,DB04855,46,DB09561$t
DB08931,DB05219,46,DB01089$t
DB08931,DB06203,72,DB06290$h
DB08931,DB06210,72,DB00152$t
DB08931,DB06335,72,DB01411$t
DB08931,DB06636,46,DB00563$t
DB08931,DB09073,72,DB00242$h
DB08931,DB09075,72,DB08930$h
DB08931,DB09118,72,DB00801$h
DB08931,DB09280,72,DB11596$t
DB08931,DB09291,72,DB01227$h
DB08931,DB09330,72,DB09070$h
DB08931,DB09570,72,DB00923$t
DB08931,DB12332,46,DB00254$h
DB08932,DB01072,72,DB04878$t
DB08932,DB04855,46,DB00223$t
DB08932,DB06636,46,DB00850$t
DB08932,DB09073,72,DB01407$t
DB08932,DB09118,72,DB00919$h
DB08932,DB09330,72,DB01416$h
DB08932,DB12332,46,DB06699$h
DB08933,DB00497,48,DB00546$h
DB08934,DB06210,72,DB00625$t
DB08934,DB09291,72,DB00535$h
DB08938,DB00530,74,DB01074$h
DB08938,DB01708,2,DB08984$h
DB08938,DB06616,74,DB00846$h
DB08938,DB08860,74,DB01436$h
DB08938,DB08930,74,DB00153$t
DB08938,DB11921,2,DB00356$h
DB08941,DB06704,69,DB01298$h
DB08943,DB08860,48,DB08868$t
DB08954,DB01240,52,DB00852$h
DB08954,DB03619,48,DB09396$t
DB08970,DB01043,48,DB04272$h
DB08970,DB01072,72,DB06724$h
DB08970,DB09118,72,DB01101$h
DB08971,DB01043,48,DB00837$h
DB08971,DB01072,72,DB08896$h
DB08971,DB09118,72,DB01576$t
DB08976,DB00465,48,DB11560$t
DB08976,DB00963,48,DB06819$t
DB08976,DB01240,69,DB00732$t
DB08976,DB01708,48,DB13879$h
DB08976,DB11660,69,DB01588$h
DB08976,DB11921,48,DB06209$t
DB08981,DB01240,69,DB00844$t
DB08981,DB01708,48,DB08881$h
DB08981,DB11660,69,DB08967$t
DB08981,DB11921,48,DB11268$h
DB08984,DB01240,69,DB01262$t
DB08984,DB01708,48,DB00803$h
DB08984,DB11660,69,DB00258$t
DB08984,DB11921,48,DB06774$t
DB08987,DB01017,15,DB00246$t
DB08987,DB04908,48,DB00650$t
DB08987,DB06204,15,DB00829$t
DB08987,DB08918,48,DB01423$t
DB08987,DB09068,48,DB04894$h
DB08987,DB09118,48,DB00254$t
DB08987,DB09128,48,DB09295$h
DB08991,DB01240,69,DB01406$h
DB08991,DB01708,48,DB01164$t
DB08991,DB11660,69,DB01330$t
DB08991,DB11921,48,DB00808$t
DB08992,DB08860,48,DB00312$t
DB08994,DB01240,5,DB09156$h
DB08994,DB06441,5,DB00804$h
DB09009,DB01017,15,DB01628$h
DB09009,DB04908,48,DB01262$h
DB09009,DB06203,69,DB11609$t
DB09009,DB06204,15,DB01621$t
DB09009,DB06335,69,DB00391$t
DB09009,DB08918,48,DB05219$t
DB09009,DB09068,48,DB12598$t
DB09009,DB09118,48,DB00234$t
DB09009,DB09128,48,DB01054$t
DB09017,DB01017,15,DB01099$h
DB09017,DB04908,48,DB09499$h
DB09017,DB06204,15,DB00563$t
DB09017,DB08918,48,DB11342$h
DB09017,DB09068,48,DB09267$t
DB09017,DB09118,48,DB11126$h
DB09017,DB09128,48,DB08864$t
DB09026,DB00465,36,DB00714$t
DB09026,DB00963,36,DB00480$t
DB09026,DB01072,46,DB00198$t
DB09026,DB04855,46,DB01011$h
DB09026,DB06636,46,DB01026$t
DB09026,DB09073,72,DB00627$h
DB09026,DB09118,72,DB00467$h
DB09026,DB09330,72,DB01241$t
DB09026,DB11362,59,DB01303$h
DB09026,DB12332,46,DB00955$t
DB09027,DB00683,72,DB01092$t
DB09027,DB00694,72,DB04911$h
DB09027,DB00915,72,DB00540$t
DB09027,DB01072,72,DB04854$h
DB09027,DB01221,72,DB00943$t
DB09027,DB04855,72,DB12364$t
DB09027,DB06616,72,DB13145$h
DB09027,DB06636,72,DB01136$h
DB09027,DB08864,72,DB00253$t
DB09027,DB08901,72,DB01228$t
DB09027,DB08916,72,DB09257$t
DB09027,DB09102,72,DB01235$t
DB09027,DB09280,72,DB01012$h
DB09027,DB09291,72,DB11093$h
DB09027,DB11363,72,DB00988$t
DB09027,DB11613,72,DB09009$t
DB09027,DB12001,72,DB01349$t
DB09027,DB12026,72,DB01083$h
DB09027,DB12070,72,DB00682$t
DB09027,DB12332,72,DB09097$t
DB09027,DB13874,72,DB00514$h
DB09027,DB13878,72,DB04844$t
